"pathway","pval","log2err","ES","NES","size","leadingEdge","tier","variant","contrast","rank_kind","fgsea_internal_padj","ranked_genes","rank_ties","family_fdr"
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","block_68_3__batch1","day3_vs_control","descriptive normalized log ratio",,21098,4674,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.303179343052872,0.0315929510044103,-0.255083931969172,-1.06351251912778,182,"CYCS;NDUFA7;MRPL15;MRPS12;NDUFV2;FDX1;ACAA2;PHYH;PDHA1;SLC25A5;NDUFB2;COX10;MPC1;NDUFB3;IDH3A;MRPL34;SDHB;UQCRFS1;HSPA9;DLAT;DLD;SLC25A3;TOMM22;ATP6V1E1;COX6C;ACAT1;MRPS22;COX7B;NDUFC2;VDAC1;MTX2;ACADSB;NDUFA1;ATP6V0E1;COX17;NDUFAB1;MRPS15;HCCS;UQCRQ;SLC25A4;NDUFA5;NDUFB6;SDHD;ATP6V1C1;SUCLA2;SDHC;MRPS30;MTRR;ATP1B1;TIMM8B;SLC25A20;RHOT1;ABCB7;MDH1;UQCR10;VDAC3;MRPL11;NDUFB5;GRPEL1;VDAC2;SUCLG1;ECI1;PDHX;UQCRB;OPA1;ISCU;PDP1;NDUFS4;COX5A;HSD17B10;ATP6V1G1;ALDH6A1;UQCRC2;NDUFS1;GLUD1;TIMM50;MRPL35;SUPV3L1;ISCA1;AIFM1;NDUFA4;AFG3L2;LDHA;NDUFB8;ACADVL;MFN2;NDUFA8;RHOT2;CS;PDHB;CYB5A;ACADM;NDUFS3;IDH3B;DECR1;COX11;PRDX3;NDUFA6;MGST3;UQCRH;GOT2;TIMM9;DLST;FH;ACAA1;POLR2F;COX7A2L;HADHB;COX7A2;CYC1;NDUFA9;TIMM17A","primary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.37897417881609
"HALLMARK_GLYCOLYSIS",0.99243756595146,0.0126786061152019,-0.172017214206085,-0.717897518921159,184,"SPAG4;ISG20;CD44;CENPA;ME1;IGFBP3;PYGL;HMMR;ADORA2B;CDK1;GMPPB;STC1;EGLN3;FKBP4;COL5A1;ALDOB;ARTN;AK4;GALK2;PGK1;VEGFA;CITED2;SOX9;PDK3;PGM2;GYS1;TGFA;IL13RA1;HSPA5;FAM162A;DLD;ME2;PMM2;NT5E;HK2;UGP2;CLN6;CASP6;ENO1;TXN","primary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.99243756595146
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.567054845980466,0.0219410805210976,-0.284386093945083,-0.930066171191454,42,"JUNB;MGST1;GLRX2;LAMTOR5;PRDX4;TXN;OXSR1;PRDX1;NQO1;MSRA;HMOX2;IPCEF1;PRDX6","primary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.654294053054384
"HALLMARK_MTORC1_SIGNALING",0.831166549543219,0.0152270391620394,-0.205340385554262,-0.860143358984073,189,"BUB1;CD9;HSPE1;SERPINH1;ME1;CALR;HPRT1;PNO1;NFKBIB;GBE1;HSP90B1;HSPD1;CACYBP;DDIT3;STIP1;STC1;EGLN3;PPP1R15A;NAMPT;SKAP2;BHLHE40;SDF2L1;AK4;BTG2;ARPC5L;NUFIP1;PGK1;GLA;PSMG1;CDC25A;HSPA9;ETF1;HSPA5;PSMD12;MCM4;CDKN1A;SLA;PSMA3;TBK1;HK2;ENO1;XBP1;QDPR;PRDX1;USO1;PITPNB;POLR3G;ACTR3;EEF1E1;YKT6;PSMA4;CFP;TCEA1;CXCR4;CCT6A;P4HA1;GTF2H1;DHFR;MTHFD2L;UFM1;ACTR2;PPA1;RAB1A;PGM1;IFRD1","primary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.890535588796306
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.125567047722736,0.0529320926690098,-0.322389697985129,-1.22649302906998,96,"FGF22;IL2RG;CDK2;NOD1;MYD88;CALR;NFKBIB;CDK1;HSP90B1;DDIT3;GNA14;DUSP3;ARPC3;CDKN1A;RALB;SLA;PPP2R1B;TBK1;NCK1;PRKAR2A;UBE2N;ACTR3;ATF1;VAV3;CXCR4;PLA2G12A;E2F1;ACTR2;RPS6KA3;PTPN11;CAB39;PDK1;EIF4E;UBE2D3;RAC1;RIPK1","primary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.171227792349186
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",0.509306860485729,0.0227257123702447,-0.24139849514575,-0.978167912222681,145,"CYCS;NDUFA7;SLC25A18;HIGD1A;NDUFV2;NDUFAF2;NDUFB2;NDUFB3;TIMM21;SDHB;NDUFAF1;UQCRFS1;NDUFA12;HSPA9;NDUFAF4;COX6C;COX7B;NDUFC2;NDUFAF5;COQ10B;TTC19;NDUFA1;COX17;HSCB;NDUFAB1;TACO1;HCCS;UQCC2;UQCRQ;LYRM4;NDUFA5;NDUFB6;LYRM2;SDHD;SDHC;SLC25A13;MDH1;UQCR10;NDUFB5;TMEM126B;UQCRB;COA1;ISCU;NDUFS4;COX5A;COX18;TMEM126A;UQCC1;UQCRC2;NDUFS1;COQ10A;NDUFA4;COX14;SFXN4;NDUFB8;FOXRED1;TIMMDC1;NDUFA8;SCO1;TMEM223;BCS1L;NDUFS3;COX11;GOT1;NDUFA6;UQCRH;NDUFS5;GOT2","secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.822726466938486
"REACTOME_AUTOPHAGY",0.931232750689972,0.0174923464212165,0.191954305320802,0.803420855747278,144,"TUBA1A;TUBB2B;TUBA1B;TUBB4B;TUBB4A;PLIN3;VPS37D;ATG9A;ULK1;TUBB2A;PINK1;EEF1A1;CFTR","secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,1
"REACTOME_MITOPHAGY",0.959299873471109,0.0157945589999193,0.19788458339471,0.643155413288042,35,"ATG9A;ULK1;PINK1","secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,1
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.909319371727749,0.0164707594532468,0.228730183628028,0.686500954895074,25,"CEBPB;EXOSC4;EXOSC5;HERPUD1","secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,1
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.757598929458994,0.0178084284938846,-0.275381862941874,-0.79810297598845,24,"BDNF","secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,1
"HALLMARK_FATTY_ACID_METABOLISM",0.986678915939366,0.0166258800530875,0.173632657134873,0.723406597716964,139,"ACSS1;FASN;REEP6;CD1D;INMT;D2HGDH;DHCR24;ECH1;RETSAT;SERINC1;EPHX1;ACSL4;HSD17B11;PTPRG;IDH3G","secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,1
"HALLMARK_DNA_REPAIR",0.746909219357118,0.0168551908353814,-0.217154371133526,-0.878184016332256,143,"HCLS1;RFC3;TP53;RAD51;HPRT1;TAF13;GTF2B;POLH;NFX1;POLR2K;RPA2;ITPA;ZWINT;POLR1C;TAF10;STX3;RPA3;IMPDH2;SDCBP;VPS37B;NME1;DGUOK;COX17;ERCC4;PCNA;POLR3C;RFC4;GTF2A2;GTF2H1;TAF9;TSG101;SNAPC5;POLR2C;TAF12;CLP1;UMPS;GTF2H5;GTF2H3;PNP;DGCR8;SF3A3;POLR2G;POLR2H;POLE4;TMED2;POLR2D;MRPL40;TYMS;ALYREF","exploratory","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.746909219357118
"REACTOME_TELOMERE_MAINTENANCE",0.231198808637379,0.0383193002410292,-0.324050624783227,-1.14512897674469,62,"RFC3;CDK2;DSCC1;BLM;POLR2K;RPA2;PIF1;RPA3;NOP10;TERF2;PCNA;RFC4;RUVBL1;POLR2B;CHTF8;POLR2C;GAR1;NHP2;DNA2;DAXX;POLR2G;WRN;POLR2H;POLR2D;POLR2J;SHQ1;POT1;DKC1;POLD3;PPP6C;CCNA1;TINF2","exploratory","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",0.99243756595146,21098,5254,0.277438570364855
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","block_68_3__batch1","day3_vs_day1","descriptive normalized log ratio",,21098,5254,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",6.70409597521587e-08,0.704975715167238,0.451195037218909,1.99296591942779,182,"ATP6V0C;NDUFB7;CYCS;TIMM13;GPX4;MRPS12;FDX1;MRPL15;COX8A;SLC25A5;OGDH;NDUFB2;NDUFS6;POLR2F;COX10;CPT1A;RHOT2;HSD17B10;CYC1;COX17;UQCRQ;SDHD;ECH1;MFN2;ECI1;SLC25A11;PHYH;MDH2;MRPS15;SLC25A3;PDK4;NDUFAB1;PDP1;TOMM22;NDUFA2;NDUFB6;HCCS;NDUFA7;GRPEL1;NDUFA8;COX6B1;VDAC1;CYB5R3;NDUFS8;ACO2;UQCRC1;SDHB;MRPL11;ATP1B1;DLAT;ATP6V1F;MRPS30;TIMM8B;UQCR10;PDHA1;SLC25A4;GPI;NDUFV1;ECHS1;NDUFA5;MPC1;SUCLA2;COX7B;TIMM50;COX6C;ETFB;UQCRFS1;NDUFB3;COX7C;NDUFS7;IDH2;ATP6V1E1;ACAA1;FH;IDH3A;COX4I1;COX5B;TIMM10;NDUFB5;RHOT1;HSPA9;SLC25A6;NDUFA1;MRPL35;NDUFS4;UQCR11;TIMM9;IDH3B;SDHC;VDAC2;DLD;NDUFA3;NDUFC2;GOT2;COX5A;UQCRB;ALAS1;UQCRC2;ATP6V1G1;MTX2;ATP6V1C1;OPA1;AFG3L2;DLST","primary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",8.71532476778063e-07,21098,6164,5.0280719814119e-07
"HALLMARK_GLYCOLYSIS",0.152255639097744,0.0638665387777927,0.256908649159064,1.13619999814467,184,"IGFBP3;ISG20;CD44;IER3;SPAG4;GAL3ST1;ALDOA;SLC25A10;CITED2;PGM2;GYS1;IL13RA1;PGLS;PDK3;CLN6;STC1;FKBP4;AK4;ENO1;SLC16A3;BIK;TPI1;ARTN;CENPA;ME1;MDH2;PSMC4;TALDO1;ME2;POLR3K;PGK1;FBP2;G6PD;ELF3;MPI;B4GALT7;PGAM1;HSPA5;DPYSL4;GYS2;XYLT2;B4GALT2;UGP2;PRPS1;CACNA1H;PKM;TXN;PPP2CB;MET;HOMER1;AGRN;ADORA2B;GPC1;NT5E;NOL3;ECD;GMPPB;MIF","primary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.288392357502598,21098,6164,0.258813654168998
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.0011944931387254,0.45505986738723,0.523529860535807,1.79731224940708,42,"JUNB;GLRX2;MGST1;SBNO2;GPX4;NQO1;PDLIM1;HMOX2;LAMTOR5;PRDX2;TXNRD2;G6PD;STK25;TXN;MSRA;PRDX1;ATOX1;CDKN2D","primary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.00388210270085755,21098,6164,0.0035834794161762
"HALLMARK_MTORC1_SIGNALING",0.85828534868842,0.0238281330132989,0.194812075694948,0.862990761633625,189,"CALR;NFKBIB;ALDOA;GBE1;HSPE1;FKBP2;PPP1R15A;STIP1;SQSTM1;RRP9;TOMM40;SERPINH1;STC1;GAPDH;CORO1A;HSPD1;CACYBP;AK4;ENO1;DDX39A;HPRT1;TPI1;NUFIP1;HSP90B1;CDC25A;ABCF2;BTG2;ETF1;ME1;PSMC4;MTHFD2L;GLA;PNO1;CDKN1A;TES;PGK1;G6PD;POLR3G;NAMPT;HSPA5;HSPA4;PNP;ARPC5L;MCM4;SKAP2;PGM1;SLA;GPI;NFIL3;PSMD12","primary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.929809127745788,21098,6164,1
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.155288192501399,0.0595438367026528,0.294690259492588,1.18136585482422,96,"CALR;NFKBIB;ARHGDIA;ECSIT;HRAS;SQSTM1;GNA14;DUSP3;PPP1CA;RALB;TRAF2;HSP90B1;PPP2R1B;CDKN1A;RPTOR;MKNK2;AKT1;AKT1S1;PLA2G12A;CFL1;ARF1;PRKAR2A;RPS6KA1;SLA;UBE2N;AP2M1;PFN1;PIN1;ACTR3;MAPK10;CAB39;NCK1;EIF4E;RIT1;GRB2;MAPKAP1;TSC2;MAP2K3;PAK4","primary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.288392357502598,21098,6164,0.258813654168998
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",0.000256275875023125,0.49849310876659,0.392417665538284,1.67989491907676,145,"PET117;NDUFB7;SLC25A22;ECSIT;CYCS;TMEM126A;SLC25A18;COX8A;NDUFB2;NDUFS6;CYC1;NDUFA12;COX17;NDUFA13;UQCRQ;SDHD;NDUFAF2;SLC25A11;MDH2;HIGD1A;NDUFAB1;TIMM21;NDUFA2;NDUFB6;HCCS;NDUFA7;HIGD2A;NDUFA8;COX6B1;NDUFS8;UQCRC1;TACO1;NDUFAF4;SDHB;COA3;UQCR10;SCO2;NDUFV1;COQ10B;NDUFA5;NDUFAF1;COX7B;NDUFA11;COX6C;ETFB;LYRM4;NDUFAF3;UQCRFS1;NDUFB3;COX7C;NDUFS7;COX16;LYRM7;COX4I1;COX5B;UQCC2;NDUFB5;PNKD;HSPA9;LETM1;NDUFA1;COX19;NDUFB10;TTC19;NDUFS4;UQCR11;SLC25A13;GOT1;SDHC;NDUFA3;NDUFC2;NDUFAF5;GOT2;COX5A;UQCRB;UQCRC2","secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.00111052879176687,21098,6164,0.00134544834387141
"REACTOME_AUTOPHAGY",0.965351009340163,0.0210140591395847,0.179457407473701,0.766871231693099,144,"MAP1LC3A;VPS37B;HSPA8;HSF1;RHEB;VIM;DYNLL1;SQSTM1;TOMM40;VPS37C;MAP1LC3C;MLST8;LAMTOR5;LAMTOR1;VPS37D;HSP90AA1;MFN2;LAMTOR2;ATG4D;RPTOR;TOMM22;LAMTOR4;HSP90AB1;VDAC1;PARK7;VPS28;TUBA8;UBAP1;PGAM5;UBE2N;CHMP6;AMBRA1;UVRAG;WDR45B;CHMP2A;DYNLL2;MVB12B;RRAGC;UBE2L3;TSC2;VDAC2;RRAGA;UBA52;CSNK2A2;PINK1;DYNC1LI1;ATG5;UBB;LAMTOR3;TUBB3;ATG3;PEX5;TSG101;CHMP3;ATG7;CHMP4A;GABARAPL1;PRKAG1;CHMP4B;UBE2D2;UBE2D3","secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.965351009340163,21098,6164,1
"REACTOME_MITOPHAGY",0.196637426900585,0.0487095049209452,0.363565183685747,1.20153107257435,35,"MAP1LC3A;SQSTM1;TOMM40;MFN2;TOMM22;VDAC1;PGAM5;UBE2N;UBE2L3;VDAC2;UBA52;CSNK2A2;PINK1;ATG5;UBB;UBE2D2;UBE2D3","secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.31953581871345,21098,6164,0.412938596491228
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.67728603409678,0.017920581607544,-0.296259296965238,-0.854234739609543,25,"CEBPB;HERPUD1;CCL2;ASNS;EXOSC8","secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.800428949387103,21098,6164,1
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.618640038040894,0.024329785321009,0.294406160403328,0.889459813309251,24,"BDNF;HRAS;KRAS;NTF3;FRS3;NRAS;CDK5R1;GRB2;PTPN11;RAC1;PIK3R1","secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.800428949387103,21098,6164,0.999341599912213
"HALLMARK_FATTY_ACID_METABOLISM",0.603812928209711,0.0286172889097433,0.221366073634408,0.943047788993681,139,"CD1D;GPD1;ODC1;S100A10;NTHL1;ALDOA;TP53INP2;GCDH;MGLL;GAD2;PTS;ACADS;RAP1GDS1;CPT1A;HSD17B10;YWHAH;HPGD;FASN;SDHD;ECH1;HSP90AA1;ECI1;ME1;MDH2;ACOT2;SMS;HSPH1;HCCS;BLVRA;ACO2;PCBD1;NBN;GPD2;GSTZ1;CBR1;PDHA1;ECHS1;SUCLA2;ACOT8;AOC3;GRHPR;NCAPH2;HSDL2;ACAA1;FH;MIF;ACADL;EHHADH;UGDH;ADSL;UROS","secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.800428949387103,21098,6164,0.999341599912213
"HALLMARK_DNA_REPAIR",0.000251895198425198,0.49849310876659,0.396497881520283,1.69326965362963,143,"HCLS1;POLR2E;ALYREF;NME3;RAD51;EDF1;MPG;GPX4;GUK1;ELL;RFC3;VPS37B;TAF13;SAC3D1;ADRM1;POLD4;TP53;ITPA;POLR2F;POLR2I;HPRT1;COX17;VPS37D;GTF2A2;POLD1;APRT;TARBP2;NME1;RPA2;POLR2C;VPS28;PNP;TAF10;SDCBP;POLR2J;UMPS;SNAPC5;SUPT5H;POLR2K;MRPL40;ZNF707;DGUOK;IMPDH2;AK1;POLH;POLE4;TAF12;POLR2D;POM121;POLR2A;NELFB;NCBP2;NT5C;CLP1;POLR2G;TAF6;GTF2F1;SUPT4H1;POLD3;POLR3C;GTF2H1;NUDT9;NFX1;DCTN4;TSG101","exploratory","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.00111052879176687,21098,6164,0.000755685595275593
"REACTOME_TELOMERE_MAINTENANCE",0.0331246739697444,0.12745704201113,0.388797816220958,1.43901283805683,62,"POLR2E;DSCC1;RFC3;POLR2L;POLD4;POLR2F;PRIM2;RUVBL2;POLR2I;POLD1;NHP2;RPA2;POLR2C;CCNA1;ACD;POLR2J;POLR2K;CHTF8;DAXX;TINF2;PPP6C;NOP10;RFC1;POLR2D;POLR2A","exploratory","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",0.0861241523213354,21098,6164,0.0496870109546166
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","block_68_3__batch2","day1_vs_control","descriptive normalized log ratio",,21098,6164,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",5.95775288058872e-21,1.18665095279281,0.571534940101967,2.76088701795204,182,"NDUFB7;MRPS12;TIMM13;GPX4;TOMM22;UQCR10;HSD17B10;COX8A;SLC25A11;NDUFS6;NDUFA8;ETFB;NDUFAB1;COX6B1;NDUFB2;POLR2F;ECH1;CYC1;MRPL11;COX5B;NDUFS8;ATP6V0C;MRPL15;NDUFB6;ECHS1;COX7C;SLC25A5;ATP6V1F;NDUFA2;ECI1;NDUFA3;COX4I1;COX17;SLC25A6;UQCRQ;COX5A;GRPEL1;COX6C;UQCR11;BAX;COX10;MDH2;NDUFA5;CYB5R3;ATP6V1H;COX7A2;HCCS;CYCS;PHYH;UQCRC1;VDAC1;UQCRFS1;NDUFS4;MTX2;ATP6V1E1;OGDH;NDUFS3;TIMM10;COX7B;SLC25A4;SUCLA2;GPI;MFN2;NDUFV1;NDUFC2;RHOT2;IDH2;NDUFA6;MRPS11;SDHB;MRPL34;SDHD;NDUFA1;NDUFB3;NDUFC1;ATP6V1G1;IDH3G;COX6A1;MRPL35;FDX1;NDUFB5;FH;ACAA1;UQCRH;VDAC2;PHB2;PDP1;TIMM50;MRPS15;LDHB;UQCRB;PDHB;TIMM8B;COX7A2L;NDUFB8;NDUFS7;VDAC3;ATP6V1D;IDH3B;ACO2;SDHC;SLC25A3;NDUFA4;ETFA;TIMM17A;CPT1A;GOT2;ACAT1;LDHA;PRDX3;DLAT;NDUFB1;IMMT;ALAS1;MDH1;MGST3;ISCA1;DLD;NDUFB4;HTRA2;UQCRC2","primary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",7.74507874476534e-20,21098,5799,8.93662932088308e-20
"HALLMARK_GLYCOLYSIS",0.982840032246919,0.00598156934235769,-0.174583664718978,-0.697652531692052,184,"VEGFA;MERTK;STC2;GPC4;KDELR3;HK2;PYGL;COL5A1;CDK1;CD44;TGFBI;PMM2;ADORA2B;AURKA;EGFR","primary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.982840032246919,21098,5799,1
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",1.53157432260188e-06,0.643551836150722,0.61584545897267,2.29806619839462,42,"MGST1;PDLIM1;GLRX2;GPX4;NQO1;PRDX2;ATOX1;HMOX2;SBNO2;CDKN2D;G6PD;TXN;MSRA;PRDX1;TXNRD2;LAMTOR5;SOD1;NDUFA6;STK25","primary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",4.9776165484561e-06,21098,5799,7.65787161300939e-06
"HALLMARK_MTORC1_SIGNALING",0.333588370313695,0.0676101640365674,0.212362992112679,1.03427631002916,189,"SLA;RRP9;GBE1;ALDOA;TPI1;FKBP2;CORO1A;PSMB5;NFKBIB;EEF1E1;G6PD;TOMM40;HSPE1;GAPDH;PDAP1;CDC25A;PPIA;SQSTM1;ENO1;TES;NFYC;PRDX1;DDX39A;MCM4;STIP1;MTHFD2L;GPI;HPRT1;MCM2;CYB5B;CALR;CACYBP;TCEA1;ACTR3;MLLT11;CCT6A;PGK1;PSMG1;HSPD1;IDI1;ARPC5L;PFKL;ETF1;CYP51A1;COPS5;PPP1R15A;ATP6V1D;HSPA4;PSMA4;MAP2K3;ABCF2;PSME3;QDPR;YKT6;GSR;PSMD13;LDHA;PSMA3;RIT1;PSMD12;IMMT","primary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.394240801279822,21098,5799,0.500382555470543
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.000655571886746332,0.477270815362862,0.37304553195923,1.63894450862334,96,"HRAS;SLA;ECSIT;PPP1CA;ARHGDIA;TRAF2;PFN1;RALB;NFKBIB;CFL1;GNA14;AKT1;SQSTM1;AP2M1;MKNK2;PAK4;UBE2N;PIN1;RAC1;CALR;EIF4E;ACTR3;PLCB1;CAB39;MAPKAP1;AKT1S1;GRB2;DUSP3;PRKAG1;MAP2K3;YWHAB;CAB39L;PPP2R1B;RIT1;CAMK4;RPS6KA1;ACTR2;RPTOR;TSC2;CDKN1A;PIK3R3;NCK1;ARPC3;CDKN1B;SMAD2;UBE2D3;ARF1;RPS6KA3;MAPK10","primary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.0011175191993998,21098,5799,0.00245839457529875
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",6.57836423597671e-18,1.0959292864312,0.583862805400349,2.73713198391935,145,"NDUFB7;PET117;ECSIT;COA3;SCO2;UQCR10;HIGD2A;SLC25A18;COX8A;SLC25A22;SLC25A11;TMEM126A;NDUFS6;NDUFA8;ETFB;NDUFAB1;COX6B1;NDUFB2;SMIM20;CYC1;COX5B;NDUFAF4;NDUFS8;COX16;NDUFB6;COX7C;NDUFA2;NDUFA3;COX4I1;COX17;UQCRQ;NDUFB10;COX5A;NDUFB11;COX6C;UQCR11;NDUFAF2;NDUFA12;COX14;MDH2;NDUFA5;COX7A2;HCCS;CYCS;UQCRC1;UQCRFS1;NDUFS4;NDUFS5;NDUFS3;COX7B;NDUFV1;NDUFC2;SLC25A13;HIGD1A;NDUFA6;SDHB;NDUFAF1;SDHD;NDUFA1;NDUFB3;NDUFC1;LYRM7;COX6A1;COQ10B;NDUFB5;NDUFA11;UQCRH;PNKD;UQCC2;UQCRB;COX7A2L;NDUFB8;NDUFA13;NDUFS7;SCO1;NDUFAF6;SDHC;NDUFA4;ETFA;GOT2;LYRM4;SFXN4;NDUFB1;NDUFB9;TMEM177;MDH1;BCS1L;NDUFB4;GOT1;TIMM21;UQCRC2;LETM1;PET100;NDUFA9","secondary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",4.27593675338486e-17,21098,5799,1.38145648955511e-16
"REACTOME_AUTOPHAGY",6.72099993608381e-05,0.538434096309916,0.363359314305547,1.70194419370557,144,"MAP1LC3A;TOMM22;VPS37D;DYNLL1;LAMTOR2;TUBA1C;TUBA8;LAMTOR4;PARK7;LAMTOR1;CHMP2A;TOMM40;TUBB4B;CHMP6;VPS28;CHMP4B;UBB;SQSTM1;ATG4D;VIM;UBA52;TUBA1B;GABARAPL2;LAMTOR5;VDAC1;UBE2L3;UBE2N;HSF1;PINK1;MFN2;VPS37B;RRAGA;TUBB2B;RHEB;UBE2D2;MVB12B;MLST8;VDAC2;AMBRA1;TOMM7;VPS37C;UBC;TUBB2A;HSP90AA1;TUBB3;GABARAP;TUBB4A;PRKAG1;PGAM5;VDAC3;DYNC1LI1;RPS27A;TUBA1A;FUNDC1;UBAP1;TSG101;DYNC1I2;RRAGC;HSP90AB1;ULK1;LAMTOR3;DYNLL2;RPTOR;ATG3;TSC2;PEX5;VCP","secondary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.000174745998338179,21098,5799,0.000470469995525867
"REACTOME_MITOPHAGY",0.000652264544935023,0.477270815362862,0.532158749690487,1.91098391681509,35,"MAP1LC3A;TOMM22;TOMM40;UBB;SQSTM1;UBA52;VDAC1;UBE2L3;UBE2N;PINK1;MFN2;UBE2D2;VDAC2;TOMM7;UBC;PGAM5;VDAC3;RPS27A;FUNDC1;ULK1","secondary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.0011175191993998,21098,5799,0.0027395110887271
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.822508231068542,0.0130619336182032,-0.259776648349499,-0.750526405929461,25,"CEBPB;ATF3;HERPUD1","secondary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.891050583657587,21098,5799,1
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.224360902255639,0.0508309275119538,0.363455947385612,1.18278447196717,24,"HRAS;CDK5;FRS3;NTF3;RAC1;CDK5R1;GRB2;BDNF;NRAS;KRAS;FYN","secondary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.291669172932331,21098,5799,0.428325358851675
"HALLMARK_FATTY_ACID_METABOLISM",0.00134792245891048,0.45505986738723,0.331114324926037,1.54599018228981,139,"LGALS1;NTHL1;S100A10;MIF;ODC1;HSD17B10;ALDOA;GPD1;RAP1GDS1;SUCLG2;ECH1;GRHPR;ECHS1;APEX1;ECI1;ACADS;YWHAH;TP53INP2;MGLL;UBE2L6;CYP4A11;MDH2;BLVRA;SMS;HCCS;FASN;PCBD1;SUCLA2;ACAT2;GCDH;UROD;METAP1;PTS;BCKDHB;SDHD;IDH3G;UROS;FH;ACAA1;HPGD;IDI1;CYP4A22;CRAT;HSP90AA1;MLYCD;ADSL;NBN;PDHB;IDH3B;ACO2;SDHC;CPT1A;ENO2;LDHA","secondary","block_68_3__batch2","day3_vs_control","descriptive normalized log ratio",0.00194699910731514,21098,5799,0.00471772860618668
